Estancia,Categoria,Tipo_mueble,Mas_vendido,Enlace_producto,Nombre,Descripcion,Precio,Opiniones_5,Opiniones_4,Opiniones_3,Opiniones_2,Opiniones_1,Valoracion_Diseno,Valoracion_Montaje,Valoracion_Calidad,Valoracion_Relacion,Valoracion_Funcionamiento,Imagen_principal,ID,Resenas,Valoracion,Ancho,Largo,Altura,relacionados_lista,Variantes_ID,Variantes_colores,grupo_agrupacion,Score
Salón,Macetas,Decoración y espejos,0,buskkaprifol-macetero-interior-exterior-gris,BUSKKAPRIFOL,Macetero,3.99,19,3,1,0,0,4.8,4.507416502946955,4.7,4.7,4.7,https://www.ikea.com/es/es/images/products/buskkaprifol-macetero-interior-exterior-gris__1305605_pe939603_s5.jpg?f=s,80595898,23,4.8,10.0,10.0,10.0,"[478351, 90621825, 10586661, 441904, 70586682, 10459253, 10595788, 60595917, 40598002, 40414079, 20586571]",Sin_variacion,[],Macetero,0.654367892296562
Salón,Macetas,Decoración y espejos,0,vardtrad-maceta-con-autorriego-interior-exterior-transparente-antracita,VÅRDTRÄD,Maceta con autorriego,1.99,9,4,0,1,0,4.1,4.507416502946955,4.6,4.4,4.6,https://www.ikea.com/es/es/images/products/vardtrad-maceta-con-autorriego-interior-exterior-transparente-antracita__1418745_pe976716_s5.jpg?f=s,10570863,14,4.5,10.0,10.0,12.0,"[90570859, 90561987, 40570866, 570868, 90570864, 70606802, 20562018, 30544458, 80591720, 584813, 60395616, 60537159]",Sin_variacion,[],CATEGORIA_Macetas,0.5890648110908625
Salón,Macetas,Decoración y espejos,0,bjornbambu-macetero-interior-exterior-gris-oscuro,BJÖRNBAMBU,Macetero,29.99,3,0,0,0,0,5.0,4.507416502946955,5.0,5.0,5.0,https://www.ikea.com/es/es/images/products/bjornbambu-macetero-interior-exterior-gris-oscuro__1227955_pe915657_s5.jpg?f=s,70584763,3,5.0,32.0,32.0,33.0,"[70584008, 40586688, 30595792, 90582254, 80562510, 40584062, 20562508, 559494, 30452260, 70586682, 40508426, 50508435]",Sin_variacion,[],Macetero,0.6090692720679602
Salón,Macetas,Decoración y espejos,0,ikea-ps-2002-regadera-blanco,IKEA PS 2002,Regadera,1.99,568,128,56,11,12,4.7,4.8,4.6,4.7,4.6,https://www.ikea.com/es/es/images/products/ikea-ps-2002-regadera-blanco__0635849_pe697470_s5.jpg?f=s,60289946,775,4.6,19.0,17.0,16.0,"[90505487, 20488189, 40570871, 80570874, 10585572, 10567021, 10561986, 90497699, 90570859, 90561987, 454883, 584813]",Sin_variacion,[],CATEGORIA_Macetas,0.7769088480318944
Salón,Macetas,Decoración y espejos,0,curryblad-maceta-exterior-terracota,CURRYBLAD,Maceta,12.99,4,0,0,1,0,4.0,4.507416502946955,3.8,4.0,4.0,https://www.ikea.com/es/es/images/products/curryblad-maceta-exterior-terracota__0951795_pe804375_s5.jpg?f=s,60584787,5,4.4,30.0,30.0,25.0,"[70584777, 70584008, 30584779, 60595917, 454883, 70586682, 584002, 30454891, 40598002, 90621825]",Sin_variacion,[],CATEGORIA_Macetas,0.5657168738578634
Salón,Macetas,Decoración y espejos,0,parlronn-macetero-colgante-interior-exterior-negro,PÄRLRÖNN,Macetero colgante,6.99,2,1,0,0,0,5.0,5.0,4.7,5.0,4.7,https://www.ikea.com/es/es/images/products/parlronn-macetero-colgante-interior-exterior-negro__1358725_pe953922_s5.jpg?f=s,70582250,3,4.7,17.0,17.0,20.0,"[70492264, 90561987, 241815, 20562018, 66804047, 60234534, 50564600, 10567021, 70562011, 70276651]",Sin_variacion,[],CATEGORIA_Macetas,0.5790610790339128
Salón,Macetas,Decoración y espejos,0,tolkning-soporte-plantas-mano-ratan,TOLKNING,Soporte para plantas,49.99,31,4,2,1,0,4.9,5.0,4.4,4.2,4.7,https://www.ikea.com/es/es/images/products/tolkning-soporte-plantas-mano-ratan__1098696_pe865489_s5.jpg?f=s,70512686,38,4.7,31.0,31.0,46.0,"[60237226, 10567021, 70567018, 70546262, 30584784, 40258154, 90258156, 40407559, 50486650, 10486652, 40426341, 80285787]",Sin_variacion,[],Soporte para plantas,0.6565873497286658
Salón,Macetas,Decoración y espejos,0,primarskog-soporte-plantas,PRIMÄRSKOG,Soporte para plantas,49.99,4,0,0,2,0,4.4,3.0,3.4,3.8,4.2,https://www.ikea.com/es/es/images/products/primarskog-soporte-plantas__1204203_pe906636_s5.jpg?f=s,20555094,6,4.0,50.0,55.0,53.0,"[40555093, 10586232, 426343, 40426341, 70567018, 50546263, 90258156, 10486647, 492248, 10546260, 10486652]",Sin_variacion,[],Soporte para plantas,0.4898295041320055
Salón,Macetas,Decoración y espejos,0,tomat-pulverizador-plantas-naranja,TOMAT,Pulverizador para plantas,0.99,1128,177,68,24,59,4.6,4.8,4.5,4.6,4.6,https://www.ikea.com/es/es/images/products/tomat-pulverizador-plantas-naranja__1358848_pe953958_s5.jpg?f=s,10585572,1456,4.6,19.0,17.0,25.0,"[40371254, 30499535, 60289946, 90505487, 584813, 20488189, 90570859, 454883, 80570874, 90497699, 10561986]",['40371254'],['Blanco'],CATEGORIA_Flores y plantas,0.796461489279027
Salón,Macetas,Decoración y espejos,0,vinterfint-macetero-interior-exterior-verde,VINTERFINT,Macetero,9.99,1,0,0,0,0,5.0,4.507416502946955,5.0,4.359205020920502,5.0,https://www.ikea.com/es/es/images/products/vinterfint-macetero-interior-exterior-verde__1439300_pe985257_s5.jpg?f=s,60607901,1,5.0,16.0,16.0,15.0,"[20607899, 20607861, 60607859, 40579758, 90603591, 20606574, 60609231, 80606533, 50603593, 30609553, 40570866]",Sin_variacion,[],Macetero,0.5578883038216491
Salón,Macetas,Decoración y espejos,0,alpvide-soporte-plantas-blanco,ALPVIDE,Soporte para plantas,54.99,13,1,1,1,1,4.3,3.5,4.1,3.9,4.3,https://www.ikea.com/es/es/images/products/alpvide-soporte-plantas-blanco__1196430_pe902994_s5.jpg?f=s,10546260,17,4.4,28.0,63.0,63.0,"[90258156, 10486647, 40426341, 426343, 492248, 50546263, 10258155, 40258154, 70567018, 20562018, 50486650, 70546262]",Sin_variacion,[],Soporte para plantas,0.5706161972791969
Salón,Macetas,Decoración y espejos,0,chilistran-soporte-plantas-con-rueddas-blanco,CHILISTRÅN,Soporte plantas con rueddas,34.99,3,2,0,0,0,4.8,5.0,4.6,4.2,4.6,https://www.ikea.com/es/es/images/products/chilistran-soporte-plantas-con-rueddas-blanco__0990171_pe820970_s5.jpg?f=s,492248,5,4.6,31.0,61.0,75.0,"[50486650, 10486647, 90258156, 10486652, 20562018, 10546260, 40258154, 426343, 50546263, 70567018, 70546262, 10567021]",Sin_variacion,[],CATEGORIA_Macetas,0.5658435238134798
Salón,Macetas,Decoración y espejos,0,vinterfint-macetero-interior-exterior-rojo,VINTERFINT,Macetero,5.99,1,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/vinterfint-macetero-interior-exterior-rojo__1439298_pe985255_s5.jpg?f=s,60607859,1,5.0,14.0,14.0,13.0,"[20607899, 20607861, 90603591, 50603593, 60607901, 20606574, 585898, 10606536, 30609553, 40579758, 50606544]",Sin_variacion,[],Macetero,0.5236944556010483
Salón,Macetas,Decoración y espejos,0,flodbjork-macetero-interior-exterior-marron-grisaceo-claro,FLODBJÖRK,Macetero,29.99,8,4,0,0,0,4.8,4.507416502946955,4.6,4.2,4.8,https://www.ikea.com/es/es/images/products/flodbjork-macetero-interior-exterior-marron-grisaceo-claro__1148002_pe883664_s5.jpg?f=s,30584784,12,4.7,30.0,30.0,34.0,"[70524707, 20516408, 50454885, 70512686, 70513412, 407556, 60516406, 60475793, 10606150, 50606799, 90595789, 60595795]",Sin_variacion,[],Macetero,0.5941981740700203
Salón,Macetas,Decoración y espejos,0,alpvide-soporte-plantas-blanco,ALPVIDE,Soporte para plantas,34.99,38,8,1,0,3,4.7,4.9,4.5,4.5,4.6,https://www.ikea.com/es/es/images/products/alpvide-soporte-plantas-blanco__1196438_pe903000_s5.jpg?f=s,70546262,50,4.6,52.0,50.0,71.0,"[50546263, 70567018, 10486652, 10567021, 40258154, 60237226, 10486647, 50486650, 10258155, 90258156, 70512686, 492248]",['50546263'],['Gris'],Soporte para plantas,0.6824516896002075
Salón,Macetas,Decoración y espejos,0,klibbal-macetero-marron,KLIBBAL,Macetero,3.99,5,0,0,0,0,5.0,4.507416502946955,5.0,5.0,5.0,https://www.ikea.com/es/es/images/products/klibbal-macetero-marron__1250552_pe923834_s5.jpg?f=s,20571211,5,5.0,11.0,11.0,11.0,"[30571215, 80571213, 90478276, 20591718, 533574, 80241816, 20343243, 90155870, 70574189]",Sin_variacion,[],Macetero,0.6361947085204448
Salón,Macetas,Decoración y espejos,0,kaktusfikon-macetero-ratan,KAKTUSFIKON,Macetero,4.99,65,12,6,1,0,4.8,4.9,4.7,4.4,4.8,https://www.ikea.com/es/es/images/products/kaktusfikon-macetero-ratan__0919741_pe789478_s5.jpg?f=s,50454885,84,4.7,12.0,12.0,15.0,"[90155870, 441904, 60475793, 60414078, 80241816, 70513412, 90586657, 50475760, 40414079, 30584784, 30493350, 591719]",Sin_variacion,[],Macetero,0.6923940655531825
Salón,Macetas,Decoración y espejos,0,akerbar-regadera-interior-exterior-azul-oscuro,ÅKERBÄR,Regadera,7.99,16,1,0,1,0,4.9,5.0,4.5,4.7,4.9,https://www.ikea.com/es/es/images/products/akerbar-regadera-interior-exterior-azul-oscuro__1361004_pe954589_s5.jpg?f=s,70584800,18,4.8,19.0,17.0,16.0,"[10561986, 90505487, 40394118, 10486647, 10486652, 90561987, 50508435, 50486650, 20562018, 30584802, 20488189, 10586232]",Sin_variacion,[],CATEGORIA_Macetas,0.6475284835008638
Salón,Macetas,Decoración y espejos,0,druvflader-macetero-jacinto-agua-gris,DRUVFLÄDER,Macetero,8.99,97,20,3,1,0,4.8,4.8,4.6,4.5,4.8,https://www.ikea.com/es/es/images/products/druvflader-macetero-jacinto-agua-gris__0641007_pe700187_s5.jpg?f=s,80241816,121,4.8,15.0,15.0,12.0,"[315726, 60475793, 10586661, 70586682, 50475760, 90155870, 90606797, 20591718, 50454885, 395624, 40598002]",Sin_variacion,[],Macetero,0.7130015727586665
Salón,Macetas,Decoración y espejos,0,satsumas-soporte-plantas-bambu-blanco,SATSUMAS,Soporte para plantas,59.99,263,46,10,5,8,4.8,4.6,4.6,4.5,4.8,https://www.ikea.com/es/es/images/products/satsumas-soporte-plantas-bambu-blanco__0635819_pe697396_s5.jpg?f=s,90258156,332,4.7,28.0,84.0,70.0,"[10486647, 10546260, 50486650, 40258154, 10258155, 40426341, 492248, 70567018, 10486652, 20562018, 10567021, 70546262]",Sin_variacion,[],Soporte para plantas,0.7527214896718657
Salón,Macetas,Decoración y espejos,0,mittzon-estruct-rueds-estnte-exp-caja-cabls-blanco,MITTZON,Estruct+rueds/estnte exp/caja cabls,229.0,1,0,0,0,1,5.0,3.5,3.0,3.0,3.0,https://www.ikea.com/es/es/images/products/mittzon-estruct-rueds-estnte-exp-caja-cabls-blanco__1224772_pe915082_s5.jpg?f=s,59514677,2,3.0,85.0,17.0,205.0,"[39514678, 90258156, 49536175, 10546260, 492248, 39562363, 40426341, 30537170, 10486647, 9429605, 20562018, 59514682]",Sin_variacion,[],CATEGORIA_Macetas,0.3266676348298056
Salón,Macetas,Decoración y espejos,0,olivblad-plato-movil-maceta-interior-exterior-gris-oscuro,OLIVBLAD,Plato móvil para maceta,14.99,7,0,0,0,0,4.9,4.507416502946955,4.9,4.6,5.0,https://www.ikea.com/es/es/images/products/olivblad-plato-movil-maceta-interior-exterior-gris-oscuro__1362678_pe955291_s5.jpg?f=s,585577,7,5.0,32.0,32.0,10.0,"[70492264, 10567021, 50546263, 70567018, 90561987, 70582250, 70546262, 60237226, 20562018, 609229, 559494]",Sin_variacion,[],CATEGORIA_Macetas,0.6845310583409019
Salón,Macetas,Decoración y espejos,0,vinterfint-macetero-dorado,VINTERFINT,Macetero,1.99,2,0,0,0,0,5.0,5.0,5.0,5.0,5.0,https://www.ikea.com/es/es/images/products/vinterfint-macetero-dorado__1326377_pe944212_s5.jpg?f=s,40579758,2,5.0,11.0,11.0,9.0,"[60607901, 20607899, 70359401, 90603591, 20606574, 50603593, 10586661, 80601470, 40601472, 70612624, 60609231]",Sin_variacion,[],Macetero,0.6015708434667698
Salón,Macetas,Decoración y espejos,0,citrusfrukt-maceta-con-plato-interior-exterior-gris,CITRUSFRUKT,Maceta con plato,5.99,28,1,2,0,0,4.8,4.8,4.9,4.7,4.8,https://www.ikea.com/es/es/images/products/citrusfrukt-maceta-con-plato-interior-exterior-gris__1033785_pe840284_s5.jpg?f=s,50508435,31,4.8,14.0,14.0,13.0,"[584064, 30595792, 80508429, 10459253, 40508426, 90595789, 40584062, 584002, 60595795, 10606150, 70586682, 90359419]",Sin_variacion,[],CATEGORIA_Macetas,0.6768252054483647
Salón,Flores y plantas,Decoración y espejos,1,fejka-planta-artificial-interior-exterior-colgante-eucalipto,FEJKA,Planta artificial,2.99,1143,177,47,8,14,4.7,4.9,4.7,4.6,4.8,https://www.ikea.com/es/es/images/products/fejka-planta-artificial-interior-exterior-colgante-eucalipto__0817871_pe774216_s5.jpg?f=s,70466811,1389,4.7,9.0,9.0,58.0,"[40349531, 50519764, 70548628, 60587154, 90375155, 10461147, 30433945, 60546578, 20608403, 90155870, 30548625, 80593205]",Sin_variacion,[],Planta artificial,0.9731498686908182
Salón,Flores y plantas,Decoración y espejos,1,fejka-planta-artificial-interior-exterior-bambu,FEJKA,Planta artificial,49.99,25,9,3,5,1,4.0,4.4,4.0,3.9,4.1,https://www.ikea.com/es/es/images/products/fejka-planta-artificial-interior-exterior-bambu__1217778_pe913017_s5.jpg?f=s,40568892,43,4.2,23.0,23.0,170.0,"[70491575, 60548313, 40395288, 30508403, 600894, 70600862, 70513412, 90493385, 70186660, 10508456, 20433936]",Sin_variacion,[],Planta artificial,0.7202473840200957
Salón,Flores y plantas,Decoración y espejos,1,fejka-planta-artificial-interior-exterior-suculenta,FEJKA,Planta artificial,3.49,454,88,34,9,14,4.6,4.8,4.6,4.6,4.7,https://www.ikea.com/es/es/images/products/fejka-planta-artificial-interior-exterior-suculenta__0614187_pe686812_s5.jpg?f=s,50519764,599,4.6,6.0,6.0,12.0,"[70466811, 60587154, 40349531, 80593205, 90375155, 433942, 10375159, 10461147, 30493350, 285908, 60433939, 601469]",Sin_variacion,[],Planta artificial,0.9259371944799882
Salón,Flores y plantas,Decoración y espejos,0,fejka-planta-artificial-interior-exterior-ficus-benjamina-exotica,FEJKA,Planta artificial,49.99,78,21,8,4,3,4.5,4.7,4.4,4.4,4.6,https://www.ikea.com/es/es/images/products/fejka-planta-artificial-interior-exterior-ficus-benjamina-exotica__0748885_pe745274_s5.jpg?f=s,70491575,114,4.5,21.0,21.0,170.0,"[40568892, 60548313, 40395288, 70600862, 30508403, 70513412, 600894, 70186660, 90493385, 46804005, 30493350]",Sin_variacion,[],Planta artificial,0.6608165403917288
Salón,Flores y plantas,Decoración y espejos,0,smycka-flor-artificial-eucalipto-rosa,SMYCKA,Flor artificial,0.99,125,31,13,3,4,4.6,4.8,4.5,4.5,4.6,https://www.ikea.com/es/es/images/products/smycka-flor-artificial-eucalipto-rosa__0611429_pe685430_s5.jpg?f=s,30409846,176,4.5,19.0,17.0,30.0,"[588745, 60562714, 80560139, 60588747, 10592365, 80409783, 60334703, 40309785, 30333583, 10470991, 80335773, 60587173]",Sin_variacion,[],Flor artificial,0.7013206593080934
Salón,Flores y plantas,Decoración y espejos,0,fejka-planta-artificial-interior-exterior-chrysalidocarpus-lutescens,FEJKA,Planta artificial,39.99,9,1,0,0,0,4.6,4.5,4.5,4.2,4.9,https://www.ikea.com/es/es/images/products/fejka-planta-artificial-interior-exterior-chrysalidocarpus-lutescens__1389906_pe965290_s5.jpg?f=s,600894,10,4.9,19.0,19.0,120.0,"[40568892, 70491575, 60548313, 70600862, 40395288, 30508403, 70186660, 10600860, 90493385, 40601472, 586355]",Sin_variacion,[],Planta artificial,0.5957087423206019
Salón,Flores y plantas,Decoración y espejos,0,fejka-planta-artificial-oregano,FEJKA,Planta artificial,3.99,587,113,17,3,3,4.8,4.9,4.7,4.7,4.9,https://www.ikea.com/es/es/images/products/fejka-planta-artificial-oregano__0748888_pe745271_s5.jpg?f=s,10375159,723,4.8,9.0,9.0,22.0,"[90375155, 90155870, 60433939, 90382113, 533574, 50519764, 433942, 30493350, 30433945, 70578069, 70454813, 532777]",Sin_variacion,[],Planta artificial,0.7966186667375696
Salón,Flores y plantas,Decoración y espejos,0,fejka-planta-artificial-interior-exterior-calatea,FEJKA,Planta artificial,6.99,2,0,0,0,0,5.0,5.0,5.0,5.0,5.0,https://www.ikea.com/es/es/images/products/fejka-planta-artificial-interior-exterior-calatea__1389891_pe965296_s5.jpg?f=s,50600863,2,5.0,12.0,12.0,32.0,"[600870, 10600855, 40600868, 30493350, 60600853, 20608403, 50493349, 10600860, 90600856, 80600852, 50600858, 40601472]",Sin_variacion,[],Planta artificial,0.6015708434667698
Salón,Flores y plantas,Decoración y espejos,0,smycka-flor-artificial-interior-exterior-dalia-blanco,SMYCKA,Flor artificial,0.49,74,13,1,1,0,4.7,4.9,4.7,4.8,4.8,https://www.ikea.com/es/es/images/products/smycka-flor-artificial-interior-exterior-dalia-blanco__1342009_pe948964_s5.jpg?f=s,588745,89,4.8,19.0,17.0,30.0,"[60588747, 30409846, 60587173, 20588749, 60562714, 90560148, 80409783, 10560114, 30560151, 70582556, 80601540, 80560139]",Sin_variacion,[],Flor artificial,0.7125825955947763
Salón,Flores y plantas,Decoración y espejos,0,fejka-planta-artificial-interior-exterior-lavanda,FEJKA,Planta artificial,12.99,30,2,1,2,0,4.7,4.9,4.5,4.3,4.7,https://www.ikea.com/es/es/images/products/fejka-planta-artificial-interior-exterior-lavanda__1342007_pe948967_s5.jpg?f=s,586355,35,4.7,35.0,12.0,42.0,"[10508456, 30508403, 90493385, 548306, 10548631, 30493350, 40601472, 80600852, 50493349, 40568892, 70600862]",Sin_variacion,[],Planta artificial,0.6608646957203769
Salón,Flores y plantas,Decoración y espejos,1,fejka-planta-artificial-interior-exterior-colgante,FEJKA,Planta artificial,4.99,1325,280,80,29,17,4.6,4.8,4.6,4.5,4.7,https://www.ikea.com/es/es/images/products/fejka-planta-artificial-interior-exterior-colgante__0748917_pe745318_s5.jpg?f=s,40349531,1731,4.7,9.0,9.0,70.0,"[70466811, 50519764, 60546578, 70548628, 30493350, 30433945, 10461147, 60587154, 80600852, 90375155, 90155870, 80593205]",Sin_variacion,[],Planta artificial,0.9700363664432088
Salón,Flores y plantas,Decoración y espejos,0,fejka-planta-artificial-interior-exterior-hierba,FEJKA,Planta artificial,12.99,51,20,8,2,9,4.4,4.7,4.1,3.9,4.4,https://www.ikea.com/es/es/images/products/fejka-planta-artificial-interior-exterior-hierba__0748876_pe745265_s5.jpg?f=s,10508456,90,4.1,7.0,28.0,42.0,"[586355, 10548631, 90493385, 40568892, 30508403, 70186660, 80600852, 20433936, 50493349, 10600860, 30493350, 60548313]",Sin_variacion,[],Planta artificial,0.6265466326628404
Salón,Flores y plantas,Decoración y espejos,0,fejka-planta-artificial-montaje-pared-interior-exterior-verde,FEJKA,Planta artificial,2.99,75,35,4,1,7,4.4,4.7,4.2,4.3,4.5,https://www.ikea.com/es/es/images/products/fejka-planta-artificial-montaje-pared-interior-exterior-verde__1183258_pe897457_s5.jpg?f=s,90546572,122,4.4,26.0,12.0,26.0,"[50546569, 70548628, 30548300, 10508456, 586355, 30548625, 40349531, 30508403, 70186660, 70466811, 90493385, 60546578]",['50546569'],['Verde'],Planta artificial,0.6586184203089046
Salón,Flores y plantas,Decoración y espejos,0,fejka-planta-artificial-interior-exterior-balsamina-rosa,FEJKA,Planta artificial,2.99,30,6,1,0,0,4.7,5.0,4.7,4.7,4.9,https://www.ikea.com/es/es/images/products/fejka-planta-artificial-interior-exterior-balsamina-rosa__1184656_pe898013_s5.jpg?f=s,548306,37,4.8,9.0,9.0,19.0,"[90375155, 50493349, 285908, 60587154, 601469, 20600850, 30493350, 80593205, 70593220, 90155870, 20608403, 70466811]",Sin_variacion,[],Planta artificial,0.6754691034021292
Salón,Flores y plantas,Decoración y espejos,0,fejka-planta-artificial-interior-exterior-colgante-hiedra,FEJKA,Planta artificial,14.99,13,0,0,0,0,4.8,5.0,4.7,4.5,4.8,https://www.ikea.com/es/es/images/products/fejka-planta-artificial-interior-exterior-colgante-hiedra__1389897_pe965302_s5.jpg?f=s,80600852,13,5.0,15.0,15.0,32.0,"[60546578, 30493350, 40601472, 10461147, 90155870, 70578069, 40349531, 50493349, 20608403, 50600863, 10600855, 10548631]",Sin_variacion,[],Planta artificial,0.650212252973431
Salón,Flores y plantas,Decoración y espejos,0,smycka-ramo-artificial-interior-exterior-eucalipto-verde,SMYCKA,Ramo artificial,9.99,1,1,0,0,0,4.0,4.507416502946955,4.0,3.5,4.0,https://www.ikea.com/es/es/images/products/smycka-ramo-artificial-interior-exterior-eucalipto-verde__1445440_pe988216_s5.jpg?f=s,80606260,2,4.5,19.0,17.0,60.0,"[80601540, 10560114, 20606244, 20606258, 60605978, 70582556, 70606086, 80607311, 606297, 10606292, 606080, 40606295]",Sin_variacion,[],Ramo artificial,0.4539177528902754
Salón,Flores y plantas,Decoración y espejos,1,fejka-planta-artificial-interior-exterior-chrysalidocarpus-lutescens,FEJKA,Planta artificial,9.99,222,45,12,1,10,4.6,4.8,4.5,4.4,4.7,https://www.ikea.com/es/es/images/products/fejka-planta-artificial-interior-exterior-chrysalidocarpus-lutescens__1034053_pe840164_s5.jpg?f=s,30508403,290,4.6,12.0,12.0,68.0,"[30493350, 40568892, 586355, 90155870, 10600860, 70491575, 90493385, 90375155, 40395288, 600894, 50600863]",Sin_variacion,[],Planta artificial,0.8879210959315467
Salón,Flores y plantas,Decoración y espejos,0,smycka-rama-artificial-eucalipto-rosa,SMYCKA,Rama artificial,2.99,8,4,1,0,0,4.4,4.7,4.3,4.2,4.3,https://www.ikea.com/es/es/images/products/smycka-rama-artificial-eucalipto-rosa__1188127_pe899361_s5.jpg?f=s,10560114,13,4.5,19.0,17.0,60.0,"[80601540, 80606260, 20606244, 10606292, 605976, 20606258, 40606295, 70582556, 60562714, 70606086, 606080, 80335773]",Sin_variacion,[],CATEGORIA_Flores y plantas,0.56902838200064
Salón,Flores y plantas,Decoración y espejos,1,fejka-planta-artificial-interior-exterior-monstera,FEJKA,Planta artificial,6.99,729,143,44,11,13,4.6,4.9,4.6,4.4,4.7,https://www.ikea.com/es/es/images/products/fejka-planta-artificial-interior-exterior-monstera__0959226_pe809439_s5.jpg?f=s,30493350,940,4.7,12.0,12.0,32.0,"[30508403, 90155870, 90375155, 533588, 70578069, 60546578, 30433945, 50600863, 40349531, 10600855, 533574, 441904]",Sin_variacion,[],Planta artificial,0.9426376144217844
Salón,Flores y plantas,Decoración y espejos,0,smycka-ramo-artificial-interior-exterior-naranja-amarillo,SMYCKA,Ramo artificial,4.99,0,1,0,0,0,3.0,4.507416502946955,3.0,4.0,3.0,https://www.ikea.com/es/es/images/products/smycka-ramo-artificial-interior-exterior-naranja-amarillo__1389898_pe965303_s5.jpg?f=s,80601540,1,4.0,19.0,17.0,30.0,"[20606244, 80606260, 10560114, 70582556, 20606258, 10606292, 40606295, 605976, 80607311, 70606086, 80560139, 60562714]",Sin_variacion,[],Ramo artificial,0.3543674173835868
Salón,Flores y plantas,Decoración y espejos,0,fejka-planta-artificial-tomillo,FEJKA,Planta artificial,3.99,677,123,31,8,5,4.8,4.9,4.7,4.6,4.8,https://www.ikea.com/es/es/images/products/fejka-planta-artificial-tomillo__0748919_pe745319_s5.jpg?f=s,90375155,844,4.7,9.0,9.0,22.0,"[10375159, 90155870, 30493350, 533574, 70466811, 50493349, 50519764, 60546578, 533588, 90382113, 548306, 285908]",Sin_variacion,[],Planta artificial,0.7927913047852578
Salón,Flores y plantas,Decoración y espejos,0,fejka-planta-artificial-interior-exterior-menta,FEJKA,Planta artificial,1.49,24,1,1,0,1,4.3,5.0,4.2,4.5,4.7,https://www.ikea.com/es/es/images/products/fejka-planta-artificial-interior-exterior-menta__1389886_pe965291_s5.jpg?f=s,20600850,27,4.7,9.0,9.0,32.0,"[20608403, 10614225, 40600868, 60587154, 80593205, 20508408, 600851, 50600858, 548306, 30600859, 90375155, 40601472]",Sin_variacion,[],Planta artificial,0.6309968324000398
Salón,Flores y plantas,Decoración y espejos,0,fejka-planta-artificial-interior-exterior-polipodio,FEJKA,Planta artificial,3.99,48,13,1,2,1,4.5,4.4,4.5,4.4,4.6,https://www.ikea.com/es/es/images/products/fejka-planta-artificial-interior-exterior-polipodio__0959238_pe809449_s5.jpg?f=s,50493349,65,4.6,9.0,9.0,21.0,"[90375155, 548306, 90155870, 40600868, 50600863, 30493350, 80600852, 30433945, 90601714, 441904, 533574, 533588]",Sin_variacion,[],Planta artificial,0.6619065344880021
Salón,Flores y plantas,Decoración y espejos,0,smycka-flor-artificial-hierba-la-pampa,SMYCKA,Flor artificial,3.99,9,5,1,2,2,3.8,4.4,3.8,3.7,3.9,https://www.ikea.com/es/es/images/products/smycka-flor-artificial-hierba-la-pampa__1098724_pe865498_s5.jpg?f=s,10530358,19,3.9,19.0,17.0,86.0,"[60562714, 80335773, 40333587, 80560139, 10442045, 461138, 10592365, 370497, 50560145, 30409846, 30562739, 30587160]",Sin_variacion,[],Flor artificial,0.5049434388629048
Salón,Flores y plantas,Decoración y espejos,0,fejka-planta-artificial-interior-exterior-bonsai,FEJKA,Planta artificial,24.99,24,15,0,0,2,4.4,4.8,4.2,4.0,4.6,https://www.ikea.com/es/es/images/products/fejka-planta-artificial-interior-exterior-bonsai__0959214_pe809427_s5.jpg?f=s,90493385,41,4.4,16.0,16.0,47.0,"[30493350, 30508403, 70600862, 40568892, 10508456, 586355, 10548631, 20433936, 600894, 50600863, 70491575]",Sin_variacion,[],Planta artificial,0.6012632949011905
Salón,Flores y plantas,Decoración y espejos,0,smycka-ramo-artificial-interior-exterior-lila,SMYCKA,Ramo artificial,6.99,2,1,0,0,0,5.0,4.507416502946955,4.7,4.7,5.0,https://www.ikea.com/es/es/images/products/smycka-ramo-artificial-interior-exterior-lila__1445435_pe988211_s5.jpg?f=s,20606258,3,4.7,19.0,17.0,36.0,"[10560114, 80606260, 80601540, 20606244, 70606086, 40606295, 606297, 10606292, 80560139, 80409783, 50593278, 30538042]",Sin_variacion,[],Ramo artificial,0.5758395570576984
Salón,Flores y plantas,Decoración y espejos,0,vinterfint-planta-artificial-interior-exterior-arbol-navidad-verde,VINTERFINT,Planta artificial,9.99,5,0,0,0,0,4.4,4.0,4.4,4.4,4.8,https://www.ikea.com/es/es/images/products/vinterfint-planta-artificial-interior-exterior-arbol-navidad-verde__1346573_pe951053_s5.jpg?f=s,80606533,5,5.0,12.0,12.0,55.0,"[80606528, 40606530, 90606556, 30609553, 50604823, 70603945, 20606574, 10606536, 50606544, 40609557, 60605025, 20606526]",Sin_variacion,[],Planta artificial,0.5867980382184904
Salón,Flores y plantas,Decoración y espejos,1,smycka-rama-artificial-eucalipto-verde,SMYCKA,Rama artificial,5.99,366,67,26,6,4,4.7,4.8,4.6,4.4,4.7,https://www.ikea.com/es/es/images/products/smycka-rama-artificial-eucalipto-verde__0638910_pe699263_s5.jpg?f=s,80335773,469,4.7,19.0,17.0,65.0,"[80560139, 461138, 60562714, 50560145, 10530358, 50597993, 10592365, 10442045, 10560114, 30587160, 20560142, 90560148]",Sin_variacion,[],CATEGORIA_Flores y plantas,0.9164549040262584
