Estancia,Categoria,Tipo_mueble,Mas_vendido,Enlace_producto,Nombre,Descripcion,Precio,Opiniones_5,Opiniones_4,Opiniones_3,Opiniones_2,Opiniones_1,Valoracion_Diseno,Valoracion_Montaje,Valoracion_Calidad,Valoracion_Relacion,Valoracion_Funcionamiento,Imagen_principal,ID,Resenas,Valoracion,Ancho,Largo,Altura,relacionados_lista,Variantes_ID,Variantes_colores,grupo_agrupacion,Score
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-blanco,KALLAX,Estantería,199.0,1275,269,68,32,59,4.7,4.4,4.4,4.5,4.7,https://www.ikea.com/es/es/images/products/kallax-estanteria-blanco__0644182_pe702466_s5.jpg?f=s,70301537,1703,4.6,182.0,40.0,182.0,"[30275861, 10409932, 9442720, 90324509, 70301542, 69017475, 19278328, 9278338, 40409935, 89030584, 10324513, 29442719]","['90324509', '70301542']","['Marrón', 'Negro']",Estantería,0.7985809232585825
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-blanco,KALLAX,Estantería,42.99,818,143,26,12,5,4.7,4.8,4.5,4.5,4.8,https://www.ikea.com/es/es/images/products/kallax-estanteria-blanco__0512856_pe638696_s5.jpg?f=s,30372188,1004,4.8,42.0,40.0,112.0,"[90301555, 275848, 20275814, 508471, 20301554, 40324516, 89442641, 40395877, 392847, 60324520, 19278272, 20278167]","['00508471', '00392847']","['Marrón', 'Negro']",Estantería,0.8774623706269918
Salón,Estanterías,Estanterías y librerías,0,jonaxel-estanteria-blanco,JONAXEL,Estantería,49.0,236,61,23,8,11,4.6,4.3,4.4,4.5,4.5,https://www.ikea.com/es/es/images/products/jonaxel-estanteria-blanco__0678052_pe719167_s5.jpg?f=s,50419972,339,4.5,80.0,38.0,160.0,"[50481172, 80487813, 69297287, 10551317, 70419971, 30419973, 278578, 39318031, 19829090, 69829083, 59553503, 90452568]",Sin_variacion,[],Estantería,0.7922160705066041
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-blanco,KALLAX,Estantería,29.99,1159,237,51,14,16,4.7,4.8,4.5,4.5,4.8,https://www.ikea.com/es/es/images/products/kallax-estanteria-blanco__0383004_pe557240_s5.jpg?f=s,90301555,1477,4.7,76.0,40.0,41.0,"[30372188, 20301554, 20275814, 40395877, 275848, 508471, 20278167, 90508508, 20423720, 70286645, 60324520, 90495596]","['40395877', '40311873']","['Marrón', 'Negro']",Estantería,0.933987556108668
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-con-accesorios-blanco,KALLAX,Estantería con accesorios,129.99,591,128,34,12,8,4.7,4.5,4.4,4.6,4.7,https://www.ikea.com/es/es/images/products/kallax-estanteria-con-accesorios-blanco__0754627_pe747994_s5.jpg?f=s,59278307,773,4.7,146.0,36.0,76.0,"[9552940, 79278250, 49579971, 29197572, 59425916, 19552893, 79552913, 19552911, 49442676, 39552910, 69552942, 29278262]","['29197572', '29278304', '09552940', '49579971']","['Marrón', 'Negro', 'Blanco', 'Gris']",CATEGORIA_Estanterías,0.8009226090748481
Salón,Estanterías,Estanterías y librerías,0,ekenabben-estanteria-alamo-blanco,EKENABBEN,Estantería,69.99,390,91,27,10,8,4.7,4.6,4.5,4.5,4.6,https://www.ikea.com/es/es/images/products/ekenabben-estanteria-alamo-blanco__1029351_pe835758_s5.jpg?f=s,80487813,526,4.6,70.0,34.0,154.0,"[50419972, 90596393, 10487816, 59553503, 10538849, 79553502, 19553500, 50481172, 9572599, 89404583, 50214678, 40596395]",['90596393'],['Azul'],Estantería,0.7942345143607578
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-blanco,KALLAX,Estantería,149.0,1772,376,79,35,51,4.7,4.5,4.4,4.5,4.7,https://www.ikea.com/es/es/images/products/kallax-estanteria-blanco__0644546_pe702768_s5.jpg?f=s,30275861,2313,4.6,147.0,40.0,146.0,"[10409932, 70301537, 9442720, 10324513, 80275887, 40409935, 79442694, 79278250, 90324509, 69017475, 29442719, 19278328]","['10324513', '10275862']","['Marrón', 'Negro']",Estantería,0.819383654040695
Salón,Estanterías,Estanterías y librerías,0,fjallbo-estanteria-negro,FJÄLLBO,Estantería,99.99,325,101,12,6,15,4.7,4.1,4.5,4.4,4.6,https://www.ikea.com/es/es/images/products/fjallbo-estanteria-negro__0473388_pe614539_s5.jpg?f=s,70339291,459,4.6,100.0,40.0,136.0,"[70342199, 50339292, 80512959, 20213312, 79294542, 89294532, 50214678, 59902658, 20473593, 29294554, 90305803, 89494828]",Sin_variacion,[],Estantería,0.764424338873946
Salón,Estanterías,Estanterías y librerías,0,vittsjo-estanteria-negro-marron-vidrio,VITTSJÖ,Estantería,49.99,249,77,17,3,9,4.7,4.4,4.4,4.6,4.7,https://www.ikea.com/es/es/images/products/vittsjo-estanteria-negro-marron-vidrio__0644374_pe702640_s5.jpg?f=s,50214678,355,4.6,51.0,40.0,175.0,"[20213312, 40178591, 70342199, 90305803, 80512959, 70339291, 79294542, 50419972, 59902658, 80487813, 50481172, 19563580]",Sin_variacion,[],Estantería,0.8058417772332663
Salón,Estanterías,Estanterías y librerías,0,vittsjo-estanteria-negro-marron-vidrio,VITTSJÖ,Estantería,79.99,270,68,11,6,5,4.8,4.2,4.5,4.6,4.7,https://www.ikea.com/es/es/images/products/vittsjo-estanteria-negro-marron-vidrio__0644373_pe702638_s5.jpg?f=s,20213312,360,4.6,100.0,40.0,175.0,"[79294542, 80512959, 50214678, 89294532, 59902658, 70339291, 90305803, 29294554, 9294526, 19563580, 49294548, 70342199]",Sin_variacion,[],Estantería,0.7780623226118446
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-con-soporte-verde-oscuro-negro,KALLAX,Estantería con soporte,89.99,12,2,0,0,0,4.9,4.9,4.6,4.9,5.0,https://www.ikea.com/es/es/images/products/kallax-estanteria-con-soporte-verde-oscuro-negro__1291708_pe934971_s5.jpg?f=s,19563580,14,4.9,77.0,39.0,164.0,"[40562079, 49521070, 20213312, 49442643, 99027227, 29442719, 29442620, 69613422, 10538849, 29294554, 69494829, 80542918]",Sin_variacion,[],Estantería con soporte,0.6889755565765978
Salón,Estanterías,Estanterías y librerías,0,jonaxel-estanteria-blanco,JONAXEL,Estantería,30.0,282,92,29,17,22,4.4,4.2,4.3,4.4,4.4,https://www.ikea.com/es/es/images/products/jonaxel-estanteria-blanco__0678063_pe719175_s5.jpg?f=s,70419971,442,4.3,50.0,51.0,70.0,"[30419973, 40452575, 50419972, 89297130, 59297141, 50481172, 10429992, 9297134, 10487816, 69297287, 10452572, 70452550]",Sin_variacion,[],Estantería,0.8402783087927603
Salón,Estanterías,Estanterías y librerías,0,vihals-estanteria-10-baldas-blanco,VIHALS,Estantería 10 baldas,179.0,74,15,2,5,4,4.6,4.3,4.3,4.4,4.4,https://www.ikea.com/es/es/images/products/vihals-estanteria-10-baldas-blanco__1035575_pe838110_s5.jpg?f=s,70483274,100,4.5,95.0,37.0,200.0,"[69440600, 79552908, 80483283, 20488877, 69521069, 99017836, 49521070, 50542905, 29278262, 19534644, 39017839, 39483808]",['50542905'],['Gris Oscuro'],CATEGORIA_Estanterías,0.6784422001451319
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-con-puertas-blanco,KALLAX,Estantería con puertas,89.99,498,113,30,8,6,4.7,4.6,4.4,4.6,4.7,https://www.ikea.com/es/es/images/products/kallax-estanteria-con-puertas-blanco__0645237_pe703346_s5.jpg?f=s,99017186,655,4.7,76.0,42.0,146.0,"[79552908, 29442615, 29278262, 49442676, 89552941, 89197423, 79278250, 19278272, 30377242, 79442694, 29442620, 79552951]","['89197423', '99017445']","['Marrón', 'Negro']",CATEGORIA_Estanterías,0.8159323400405996
Salón,Estanterías,Estanterías y librerías,0,vittsjo-estanteria-negro-marron-vidrio,VITTSJÖ,Estantería,59.99,225,58,24,7,8,4.7,4.3,4.4,4.5,4.6,https://www.ikea.com/es/es/images/products/vittsjo-estanteria-negro-marron-vidrio__0767557_pe754140_s5.jpg?f=s,90305803,322,4.5,100.0,40.0,93.0,"[9294526, 20213312, 50214678, 79294542, 521905, 80512959, 70339291, 70342199, 69494829, 50339292, 59902658, 40178591]",Sin_variacion,[],Estantería,0.7767719162937708
Salón,Estanterías,Estanterías y librerías,0,ivar-estanteria-pino-metal-blanco,IVAR,Estantería,67.0,1,1,0,0,2,3.3,2.5,2.8,3.0,3.3,https://www.ikea.com/es/es/images/products/ivar-estanteria-pino-metal-blanco__1183835_pe897613_s5.jpg?f=s,19553500,4,2.8,48.0,30.0,179.0,"[99553501, 59553503, 79553502, 80487813, 39407070, 9553505, 79031414, 89404583, 89297192, 39553504, 29403845, 9572599]",Sin_variacion,[],Estantería,0.366115699552052
Salón,Estanterías,Estanterías y librerías,0,kronikor-almacenaje-abierto-rojo,KRÖNIKÖR,Almacenaje abierto,24.99,24,5,0,7,3,4.7,3.8,3.7,4.1,4.2,https://www.ikea.com/es/es/images/products/kronikor-almacenaje-abierto-rojo__1389120_pe965089_s5.jpg?f=s,30574596,39,4.0,60.0,35.0,91.0,"[40596395, 30570249, 49592661, 10487816, 80603431, 90596393, 30428326, 70595785, 79412946, 10069763, 30483073, 20555089]",Sin_variacion,[],CATEGORIA_Estanterías,0.7917856286377009
Salón,Estanterías,Estanterías y librerías,0,kallax-linnmon-combinacion-escritorio-estanteria-blanco,KALLAX / LINNMON,Combinación escritorio y estantería,98.99,32,14,2,3,1,4.5,4.3,4.4,4.5,4.6,https://www.ikea.com/es/es/images/products/kallax-linnmon-combinacion-escritorio-estanteria-blanco__1090542_pe862079_s5.jpg?f=s,29481701,52,4.4,77.0,139.0,147.0,"[29481659, 9481684, 89481699, 39481692, 69481681, 49481682, 79481652, 9481679, 9481698, 59481667, 79481690, 19481650]",['89481699'],['Marrón'],CATEGORIA_Estanterías,0.6804317946240852
Salón,Estanterías,Estanterías y librerías,0,ladmakare-armario-con-puertas-correderas-efecto-roble,LÅDMAKARE,Armario con puertas correderas,40.0,3,0,0,0,0,5.0,2.7,4.3,4.7,4.3,https://www.ikea.com/es/es/images/products/ladmakare-armario-con-puertas-correderas-efecto-roble__1376785_pe960517_s5.jpg?f=s,60584725,3,5.0,76.0,42.0,50.0,"[50597295, 90565513, 20488877, 89563992, 49306872, 59581822, 9017826, 29564678, 49189203, 50483289, 90584724, 494394]",Sin_variacion,[],CATEGORIA_Muebles auxiliares,0.7904734587229846
Salón,Estanterías,Estanterías y librerías,0,jattesta-estanteria-blanco-bambu-claro,JÄTTESTA,Estantería,199.0,39,5,1,4,1,4.7,4.3,4.3,4.1,4.4,https://www.ikea.com/es/es/images/products/jattesta-estanteria-blanco-bambu-claro__1154338_pe885997_s5.jpg?f=s,10538849,50,4.5,80.0,40.0,195.0,"[80487813, 9497213, 69613422, 90596393, 89497214, 59553503, 80512959, 20213312, 70538846, 19563580, 9572599, 19564693]",['80512959'],['Negro'],Estantería,0.6316346088913778
Salón,Estanterías,Estanterías y librerías,0,vittsjo-combinacion-almacenaje-negro-marron-vidrio,VITTSJÖ,Combinación de almacenaje,159.97,8,2,0,0,0,4.8,4.3,4.6,4.8,4.8,https://www.ikea.com/es/es/images/products/vittsjo-combinacion-almacenaje-negro-marron-vidrio__0754495_pe747946_s5.jpg?f=s,29294554,10,4.8,202.0,36.0,175.0,"[79294542, 59902658, 89294532, 20213312, 70339291, 49294548, 9497213, 89494828, 19563580, 80512959, 49521070, 9294526]",Sin_variacion,[],Combinación de almacenaje,0.705679799833449
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-verde-oscuro,KALLAX,Estantería,69.99,37,6,5,4,5,4.6,4.2,3.7,4.2,4.3,https://www.ikea.com/es/es/images/products/kallax-estanteria-verde-oscuro__1287916_pe934042_s5.jpg?f=s,40562079,57,4.2,146.0,40.0,76.0,"[99563581, 19563580, 69494829, 89442679, 9442678, 99027227, 59442685, 29442719, 39552905, 80542918, 59425916, 49442643]",Sin_variacion,[],Estantería,0.6448821600366385
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-con-6-accesorios-blanco,KALLAX,Estantería con 6 accesorios,199.99,97,30,5,4,2,4.6,4.3,4.2,4.4,4.6,https://www.ikea.com/es/es/images/products/kallax-estanteria-con-6-accesorios-blanco__0619486_pe689117_s5.jpg?f=s,29278262,138,4.6,112.0,36.0,146.0,"[79552908, 79278250, 99017186, 59278265, 79442694, 49442676, 79552913, 89552941, 59278307, 69017475, 9442720, 19552893]","['59278265', '89278259']","['Marrón', 'Negro']",CATEGORIA_Estanterías,0.6920592930794567
Salón,Estanterías,Estanterías y librerías,0,ivar-estanteria-pino-metal-blanco,IVAR,Estantería,92.0,16,14,2,1,1,4.3,4.0,3.9,4.2,4.3,https://www.ikea.com/es/es/images/products/ivar-estanteria-pino-metal-blanco__1183832_pe897610_s5.jpg?f=s,59553503,34,4.3,89.0,30.0,179.0,"[19553500, 9553505, 9572599, 79553502, 80487813, 39407070, 89404583, 79031414, 99572571, 29403845, 99403936, 10538849]",Sin_variacion,[],Estantería,0.6063355426912124
Salón,Estanterías,Estanterías y librerías,0,ladmakare-combinacion-almacenaje-con-baldas-efecto-roble,LÅDMAKARE,Combinación de almacenaje,179.0,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/ladmakare-combinacion-almacenaje-con-baldas-efecto-roble__1454369_pe991625_s5.jpg?f=s,69613422,0,4.489009159034138,159.0,35.0,212.0,"[19564674, 89497214, 9497213, 69563988, 10538849, 29613424, 59566671, 39566672, 19563580, 19564688, 89564675, 586633]",Sin_variacion,[],Combinación de almacenaje,0.5249812814776572
Salón,Estanterías,Estanterías y librerías,0,fjallbo-estanteria-negro,FJÄLLBO,Estantería,69.99,482,133,18,7,12,4.8,4.3,4.5,4.5,4.7,https://www.ikea.com/es/es/images/products/fjallbo-estanteria-negro__0473389_pe614540_s5.jpg?f=s,70342199,652,4.6,51.0,40.0,136.0,"[70339291, 50339292, 20473593, 50214678, 80512959, 79294542, 20213312, 90305803, 40178591, 69275718, 29294554, 9294526]",Sin_variacion,[],Estantería,0.8065489296303874
Salón,Estanterías,Estanterías y librerías,0,vittsjo-combinacion-almacenaje-negro-marron-vidrio,VITTSJÖ,Combinación de almacenaje,159.98,41,7,2,1,0,4.7,4.3,4.6,4.7,4.7,https://www.ikea.com/es/es/images/products/vittsjo-combinacion-almacenaje-negro-marron-vidrio__0754460_pe747925_s5.jpg?f=s,89294532,51,4.7,200.0,36.0,175.0,"[59902658, 20213312, 79294542, 9497213, 49294548, 29294554, 89494828, 80512959, 70339291, 9494832, 69613422, 19563580]",Sin_variacion,[],Combinación de almacenaje,0.7594136378900029
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-con-4-cajones-blanco,KALLAX,Estantería,74.99,52,7,1,1,0,4.7,4.6,4.5,4.7,4.8,https://www.ikea.com/es/es/images/products/kallax-estanteria-con-4-cajones-blanco__1246018_pe921913_s5.jpg?f=s,19552949,61,4.8,76.0,40.0,76.0,"[69552956, 89552955, 9579968, 59552952, 79552951, 19278272, 99552950, 49306872, 89442641, 69552942, 89552941, 19552893]","['99552950', '09579968', '69552956']","['Marrón', 'Gris', 'Blanco']",Estantería,0.7269666599977519
Salón,Estanterías,Estanterías y librerías,0,platsa-estanteria-blanco,PLATSA,Estantería,55.0,27,8,8,0,0,4.5,4.6,4.4,4.2,4.7,https://www.ikea.com/es/es/images/products/platsa-estanteria-blanco__0772530_pe756025_s5.jpg?f=s,70452550,43,4.4,80.0,40.0,60.0,"[40452575, 10452572, 80452583, 10452548, 90452568, 49325286, 80603431, 10487816, 70419971, 30419973, 49592661, 49325371]",Sin_variacion,[],Estantería,0.6850952797862155
Salón,Estanterías,Estanterías y librerías,0,sagmastare-estanteria-azul-grisaceo-claro,SÅGMÄSTARE,Estantería,59.99,5,1,0,0,0,4.8,4.8,4.7,4.3,4.8,https://www.ikea.com/es/es/images/products/sagmastare-estanteria-azul-grisaceo-claro__1391204_pe965712_s5.jpg?f=s,30570249,6,4.8,83.0,36.0,128.0,"[40596395, 39579962, 30574596, 90596393, 10487816, 49592661, 80487813, 70538846, 90555364, 19563580, 19564693, 79553502]",Sin_variacion,[],Estantería,0.6435867794188302
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-blanco,KALLAX,Estantería,19.99,281,64,12,5,4,4.6,4.7,4.5,4.5,4.8,https://www.ikea.com/es/es/images/products/kallax-estanteria-blanco__0383003_pe557239_s5.jpg?f=s,20301554,366,4.7,42.0,40.0,41.0,"[90301555, 30372188, 80395875, 275848, 40395877, 20275814, 70332124, 40311873, 20423720, 392847, 508471, 20278167]","['70309840', '80395875']","['Negro', 'Marrón']",Estantería,0.9524369582985284
Salón,Estanterías,Estanterías y librerías,1,lacko-estanteria-jardin-gris,LÄCKÖ,Estantería jardín,69.99,341,61,6,5,2,4.8,4.8,4.7,4.5,4.8,https://www.ikea.com/es/es/images/products/lacko-estanteria-jardin-gris__0626047_pe692565_s5.jpg?f=s,20151837,415,4.8,61.0,36.0,160.0,"[10551317, 60409294, 19291645, 99291745, 99291646, 278578, 30574902, 10551322, 30428326, 39318031, 50214678, 59291634]",Sin_variacion,[],CATEGORIA_Estanterías,0.9942812382062992
Salón,Estanterías,Estanterías y librerías,1,fjallbo-estanteria-negro,FJÄLLBO,Estantería,99.99,531,143,40,18,17,4.8,4.2,4.4,4.5,4.6,https://www.ikea.com/es/es/images/products/fjallbo-estanteria-negro__1071961_pe855055_s5.jpg?f=s,50339292,749,4.5,100.0,40.0,95.0,"[70339291, 20473593, 70342199, 69275718, 502799, 89508076, 80512959, 79294542, 90305803, 89494828, 521905, 79191266]",Sin_variacion,[],Estantería,0.9430976650152628
Salón,Estanterías,Estanterías y librerías,0,spiksmed-estanteria-gris-claro,SPIKSMED,Estantería,64.99,4,0,1,0,2,3.7,3.6,3.4,3.6,3.0,https://www.ikea.com/es/es/images/products/spiksmed-estanteria-gris-claro__1260563_pe926962_s5.jpg?f=s,90565513,7,3.6,77.0,96.0,32.0,"[50483289, 19552949, 49189203, 30542911, 49306872, 29535290, 89552955, 59552952, 20488877, 40553616, 79552951, 9579968]",Sin_variacion,[],Estantería,0.4690508191566021
Salón,Estanterías,Estanterías y librerías,0,havsta-estanteria-beige-grisaceo,HAVSTA,Estantería,180.0,6,0,0,1,0,4.4,4.2,4.4,4.1,4.7,https://www.ikea.com/es/es/images/products/havsta-estanteria-beige-grisaceo__1294518_pe935492_s5.jpg?f=s,50529273,7,4.6,81.0,35.0,123.0,"[60529277, 79534641, 19534644, 20488877, 80542918, 50489291, 49521070, 49534893, 20434827, 69613422, 9534673, 49521094]",['60529277'],['Blanco'],Estantería,0.5674849099307088
Salón,Estanterías,Estanterías y librerías,0,kallax-accesorio-con-2-cajones-con-forma-ondulada-blanco,KALLAX,Accesorio con 2 cajones,25.0,237,42,9,5,11,4.8,4.5,4.5,4.4,4.6,https://www.ikea.com/es/es/images/products/kallax-accesorio-con-2-cajones-con-forma-ondulada-blanco__0456437_pe604091_s5.jpg?f=s,90508508,304,4.6,33.0,36.0,33.0,"[70286645, 10508507, 10592803, 20278167, 20423720, 90562166, 60496743, 20562136, 60592805, 90601021, 40423719]","['10592803', '90562166', '60496743']","['Gris', 'Beige', 'Azul']",CATEGORIA_Estanterías,0.9478340660013598
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-con-accesorios-blanco,KALLAX,Estantería con accesorios,219.0,156,40,7,3,0,4.7,4.6,4.3,4.5,4.7,https://www.ikea.com/es/es/images/products/kallax-estanteria-con-accesorios-blanco__0754647_pe748004_s5.jpg?f=s,19278328,206,4.7,147.0,36.0,146.0,"[69017475, 9278338, 69227671, 70301537, 39017486, 30275861, 9442720, 79278250, 9573198, 9197605, 79442694, 19442692]","['19197596', '79278325']","['Marrón', 'Negro']",CATEGORIA_Estanterías,0.7215291087124468
Salón,Estanterías,Estanterías y librerías,0,kallax-accesorio-con-puerta-blanco,KALLAX,Accesorio con puerta,15.0,1901,491,194,95,151,4.6,4.2,4.2,4.3,4.4,https://www.ikea.com/es/es/images/products/kallax-accesorio-con-puerta-blanco__0640668_pe699973_s5.jpg?f=s,20278167,2832,4.4,33.0,36.0,33.0,"[10508507, 70286645, 20562136, 90508508, 60592805, 20423720, 30324507, 30562150, 60496738, 90562166, 10592803]","['30324507', '60278170']","['Marrón', 'Negro']",CATEGORIA_Estanterías,1.0
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-con-soporte-blanco-blanco,KALLAX,Estantería con soporte,74.99,129,12,3,0,1,4.8,4.7,4.6,4.7,4.8,https://www.ikea.com/es/es/images/products/kallax-estanteria-con-soporte-blanco-blanco__1041442_pe841030_s5.jpg?f=s,59442666,145,4.8,147.0,39.0,59.0,"[79442665, 39442672, 9442664, 79278293, 99442674, 40501892, 90495596, 49442676, 39552905, 30372188, 89442641, 275848]","['79442665', '99442674', '39442672', '09442664', '29442663']","['Blanco', 'Marrón', 'Marrón', 'Blanco', 'Negro']",Estantería con soporte,0.7795825399512621
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-con-accesorios-blanco,KALLAX,Estantería con accesorios,159.99,125,36,6,0,1,4.7,4.5,4.4,4.6,4.7,https://www.ikea.com/es/es/images/products/kallax-estanteria-con-accesorios-blanco__0619476_pe689112_s5.jpg?f=s,79278250,168,4.7,146.0,36.0,112.0,"[59278307, 79442694, 29278262, 10409932, 19552911, 49442676, 69017475, 30275861, 9552940, 99442711, 39552905, 99552912]","['49278256', '19278253']","['Marrón', 'Negro']",CATEGORIA_Estanterías,0.7294660938897024
Salón,Estanterías,Estanterías y librerías,0,eket-mueble-almacenaje-pared-blanco,EKET,Mueble de almacenaje en pared,85.0,35,20,9,11,14,4.0,3.6,3.3,3.6,3.6,https://www.ikea.com/es/es/images/products/eket-mueble-almacenaje-pared-blanco__1418051_pe976392_s5.jpg?f=s,89435221,89,3.6,70.0,35.0,70.0,"[20333951, 99494272, 19494474, 90333938, 19590376, 79521667, 99521666, 79388003, 19494271, 59329397, 49521744, 89285820]",['49581182'],['Marrón'],CATEGORIA_Estantes de pared,0.5664087521092425
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-con-2-accesorios-con-4-cajones-blanco,KALLAX,Estantería con 2 accesorios,84.99,150,30,12,4,2,4.7,4.7,4.5,4.6,4.7,https://www.ikea.com/es/es/images/products/kallax-estanteria-con-2-accesorios-con-4-cajones-blanco__0754392_pe747903_s5.jpg?f=s,79278293,198,4.6,146.0,36.0,42.0,"[59442666, 69552942, 9188842, 9442664, 79197584, 39278290, 39552905, 89552941, 19278272, 19552949, 89189098, 49442676]","['79197584', '39278290']","['Marrón', 'Negro']",CATEGORIA_Estanterías,0.770247003151158
Salón,Estanterías,Estanterías y librerías,0,vihals-combinacion-almacenaje-blanco,VIHALS,Combinación de almacenaje,328.0,4,0,0,0,0,4.8,5.0,4.5,5.0,5.0,https://www.ikea.com/es/es/images/products/vihals-combinacion-almacenaje-blanco__1079323_pe857498_s5.jpg?f=s,39440611,4,5.0,235.0,37.0,200.0,"[79440614, 29278262, 69521205, 69440600, 9440617, 19440565, 69521069, 79552908, 99521204, 49521070, 99440566, 70483274]",Sin_variacion,[],Combinación de almacenaje,0.6387913813632349
Salón,Estanterías,Estanterías y librerías,0,ladmakare-combi-almacenaje-puertas-correderas-9-estantes-efecto-roble,LÅDMAKARE,Combi almacenaje puertas correderas,319.0,1,0,2,0,0,3.0,4.0,3.0,3.0,4.3,https://www.ikea.com/es/es/images/products/ladmakare-combi-almacenaje-puertas-correderas-9-estantes-efecto-roble__1377065_pe960730_s5.jpg?f=s,69563988,3,3.7,238.0,35.0,212.0,"[19564674, 69613422, 29613424, 39566672, 19564688, 9497213, 59566671, 89497214, 69440600, 89564675, 586633, 49521070]",Sin_variacion,[],Combi almacenaje puertas correderas,0.4197325455013792
Salón,Estanterías,Estanterías y librerías,0,kallax-accesorio-con-4-baldas-blanco,KALLAX,Accesorio con 4 baldas,25.0,380,65,19,8,10,4.7,4.7,4.6,4.4,4.7,https://www.ikea.com/es/es/images/products/kallax-accesorio-con-4-baldas-blanco__0627490_pe693409_s5.jpg?f=s,40423719,482,4.7,33.0,36.0,33.0,"[20423720, 50601004, 90495695, 90601021, 90508508, 10592803, 20416197, 70286645, 20278167, 10508507, 70601003, 70515500]","['70601003', '50601004']","['Negro', 'Marrón']",CATEGORIA_Estanterías,0.9742534393660338
Salón,Estanterías,Estanterías y librerías,0,platsa-estanteria-blanco,PLATSA,Estantería,35.0,14,7,1,0,0,4.5,4.6,4.4,4.3,4.5,https://www.ikea.com/es/es/images/products/platsa-estanteria-blanco__0772522_pe756020_s5.jpg?f=s,80452583,22,4.6,60.0,40.0,40.0,"[10452548, 40452575, 70452550, 10452572, 49325371, 80603431, 90452568, 70419971, 70330950, 10330953, 30419973, 50330970]",Sin_variacion,[],Estantería,0.714190623331306
Salón,Estanterías,Estanterías y librerías,0,vittsjo-combinacion-almacenaje-negro-marron-vidrio,VITTSJÖ,Combinación de almacenaje,219.97,8,1,1,0,1,4.5,4.0,4.0,3.9,4.4,https://www.ikea.com/es/es/images/products/vittsjo-combinacion-almacenaje-negro-marron-vidrio__0754493_pe747944_s5.jpg?f=s,49294548,11,4.4,300.0,36.0,175.0,"[59902658, 89294532, 79294542, 20213312, 9497213, 29294554, 9294526, 19272703, 70339291, 69613422, 59471753, 89494828]",Sin_variacion,[],Combinación de almacenaje,0.6019066429772817
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-con-2-puertas-con-2-estantes-adicionales-blanco,KALLAX,Estantería,119.99,13,1,0,0,0,4.7,4.6,4.6,4.7,4.9,https://www.ikea.com/es/es/images/products/kallax-estanteria-con-2-puertas-con-2-estantes-adicionales-blanco__1286557_pe933608_s5.jpg?f=s,79552908,14,4.9,146.0,40.0,76.0,"[99017186, 29278262, 89552941, 29442615, 79552913, 70483274, 79552951, 9442720, 19552949, 79278250, 29442620, 89197423]",['89552941'],['Blanco'],Estantería,0.6570182209498246
Salón,Estanterías,Estanterías y librerías,1,ivar-estanteria-pino,IVAR,Estantería,107.0,23,10,3,11,20,3.5,3.1,3.0,3.2,3.3,https://www.ikea.com/es/es/images/products/ivar-estanteria-pino__0578810_pe669773_s5.jpg?f=s,39407070,67,3.1,89.0,50.0,179.0,"[79031414, 9553505, 89404578, 29403845, 89404583, 79407054, 99407067, 89407058, 59403815, 29407056, 19403935, 89607665]",['09553505'],['Blanco'],Estantería,0.6400594057114892
Salón,Estanterías,Estanterías y librerías,0,stockholm-2025-estanteria-chapa-roble,STOCKHOLM 2025,Estantería,499.0,1,0,0,0,1,4.0,4.0,5.0,3.0,3.0,https://www.ikea.com/es/es/images/products/stockholm-2025-estanteria-chapa-roble__1397706_pe967722_s5.jpg?f=s,586633,2,3.0,120.0,40.0,188.0,"[50586635, 90586515, 29613424, 19564693, 19564674, 39424258, 69563988, 69613422, 70528461, 19564688, 10538849, 89564675]",['50586635'],['Marrón'],Estantería,0.3642520578856405
Salón,Estanterías,Estanterías y librerías,0,ivar-2-secciones-con-baldas-pino,IVAR,2 secciones con baldas,233.0,3,1,0,0,2,3.8,3.3,3.7,3.3,3.7,https://www.ikea.com/es/es/images/products/ivar-2-secciones-con-baldas-pino__0138387_pe297655_s5.jpg?f=s,89407058,6,3.5,174.0,50.0,226.0,"[79407054, 49407258, 39407070, 19407066, 49046978, 89607665, 99407067, 39607658, 29407056, 99031408, 89403946, 69407064]",Sin_variacion,[],CATEGORIA_Estanterías,0.4280191634023328
